source_dataset,source_ref,job_id,job_title,company_name,city,province,salary,education,experience,industry,major,company_size,company_type,publish_date,description,longitude,latitude,source_url

Find out how we work at ZF:


**Job Segment:**  Project Engineer, Quality Engineer, Project Manager, Quality Manager, Engineering, Technology, Quality     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",120.382639,36.067082,https://jobs.zf.com/job/Qingdao-Project-Quality-Planning-Engineer-SD-266108/1083714701
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,54f0c714ee3bb946,Head of Sales - Test Systems China,zf.com,上海,上海,,不限,head,"management, sales",,,,2024-06-26T14:51:17Z,"Head of Sales - Test Systems China management, sales Growth, Business Development, Outbound, SAP **Become our next FutureStarter**

Location:     Shanghai, SH, CN, 201814   

We are looking for a new colleague  Head of Sales Test Systems China,  Division I ndustrial Technology  at our location  of Songjiang,  Shanghai.   

Req ID 71084 | Shanghai, China, ZF (China) Investment Co., Ltd.


**Your Tasks**

*  **Main Objectives:**      Be responsible for overall sales of Test Systems in China, specifically focused on Outside Sales/Commercial Management, Customer Relationship Management, Business Development, Customer Service, Business Planning/Scheduling, Leadership and Inside Sales.   

*  Actively driving and managing the sales process for China customers with good skills in technology evaluation stage of the sales process.   

*  Working in close cooperation with the ZF sales/engineering team in the HQ in Germany as the key technical advisor and product advocate for complex automated test equipment and drive systems.   

*  Sales and product management for ZF Test Systems:   Be responsible for development and delivery of product demonstrations  . Be r  esponsible for conveying customer requirements to overseas product management and teams and be responsible for   representing the product to customers and at field events such as conferences, seminars, etc.   Be responsible for responding to functional and technical elements of RFQ�s, quotations, and specifications  .     

*  Business Development/Marketing: The job holder will be responsible for customer and market analysis, including all factors influencing the business environment. Be responsible for sales growth and customer portfolio growth within the region, in addition to developing market/industry penetration strategies. The job holder will also be responsible for managing trade show and marketing activities in collaboration with the business unit Communications and Marketing departments.   

*  Leadership and Organization: The jobholder will challenge and promote his/her staff and carry out personal measures in coordination with the personnel department and the Head of Test Systems China. He/she ensures continuous reviews and improvements of organizational processes in his/her area of authority. He/she leads his/her staff in a goal-directed and motivating manner for attainment of the best-possible results.   


**Your profile**

*  Experienced in soft and hardware for electric drive. MBA or Engineering degree in mechanical/electrical engineering with relevant experience. At least 5+ years� experience in management and revenue generation. Experience in leading small business team with a willing to expand and grow.   Strong leadership  .    

*  Ideal candidate must be self-motivated with a proven track record in sales for automation and drives   solutions   and knowledge of   test   technology.   Strong business development orientation.   Be   able to eliminate sales obstacles through creative and adaptive   methods.    

*  Strong analytical   and   research skills, and a good understanding of knowledge in manufacturing operations  , like   internal control and risk management.   Reliability of task completion and follow up of pending issues.    

*  Strong skills in coordination with cross-functional departments  , and skilled of building   of internal and external network  .   Good customer relationship to tire manufacturer / powertrain customers (OEM�S Tier I, II).     

*  Familiar with today's major ERP system applications and databases.   Skilled of MS office programs like Excel and PowerPoint. Must possess strong presentation skills and be able to communicate professionally   both orally and in   written responses to emails, RFQs, and when submitting reports.    

*  Knows Chinese culture. Strong communication skills in   both   English   & Chinese  . Germany is not required, would be a plus.   Willingness for business travel within China and to Germany  .    


Be part of our ZF team as Head of Sales - Test Systems China and apply now!

Contact

Jing Wu

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Head-of-Sales-Test-Systems-China-SH-201814/1087237501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,adba10f684323863,Cybersecurity engineer,zf.com,广州,广东,,不限,不限,engineering,,,,2024-05-23T17:12:44Z,"Cybersecurity engineer engineering C++, Python **Become our next FutureStarter**


** Cybersecurity engineer**

Country/Region:   CN               Location:     Guangzhou, GD, CN, 511455   

Req ID 69745 Guangzhou, China


We are currently expanding our R&D teams in Div.E and looking for new colleagues who will join our team at our new location Guangzhou.

Your Task:

1, Analyze OEM requirements, ensure categorization and traceability of requirements at all levels. Derive and adapt cyber security requirements at concept and system level ensuring consistency with the expected outputs of cyber security analyses.

2, Definition of the test processes and methods as well as evaluation of the tools for the software cyber security test (requirements-based, fuzz testing). testing activities in the field of software cyber security testing.

3, Involvement in the support of the Cyber Security aspects of development, manufacturing, warranty analysis and other areas will also be required.

4, Lead cyber security activities and overall cyber security development in alignment with ISO 21434, UNECE WP.29, ZF Cyber Security Engineering Process (CEP) in coordination with development team.

5, Communicate, coordinate and monitor cybersecurity activities according to the CSWPS and its included RASIC with the project team, customer and supplier.

Your profile:

1, experience in system and cyber security processes in the automotive sector is desired but not obligatory (UNECE W.29, ISO/IEC 15504, ISO/SAE 21434, ISO/IEC 2700, ...). 

2, knowledge on the requirements of the security standards, on ZF development pro-cesses, as well as on the specific product domain and technology. 

3, experience in basic software development / software test of vehicle embedded electronic projects

4, Experience in C/C++ programming and Experience in working in AUTOSAR modules and BSW components.

5, Good Program Skill (e.g. CAPL, Python, C/C++�)


Be part of our ZF team as Cybersecurity engineer and apply now!

Contact

Fangyuan Shen

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Cyber Security, Testing, Embedded, R&D Engineer, Manufacturing Engineer, Security, Technology, Engineering",113.264385,23.129112,https://jobs.zf.com/job/Guangzhou-Cybersecurity-engineer-GD-511455/1074896801
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,d2c9217b11073633,Organizational Management Admin _GS,bosch.com,苏州,江苏,,不限,manager,"human resources, management",,,,2024-05-21T11:24:16Z,"Organizational Management Admin _GS human resources, management HRIS, SAP **Organizational Management Admin \_GS**


* Full-time
* Legal Entity: Bosch (China) Investment Ltd. Suzhou Branch


**Company Description**

**Job Description**

* You will take on personnel administration tasks within the framework of worldwide reorganization projects in the centralized HR service unit in the area of organizational management.
* Your tasks will be to maintain the organizational structure in the global COMPAS system.
* You check and maintain local and payroll-relevant attributes as well as account assignment information for all organizational units of the locations rolled into the HR Service.
* In the worldwide LHR systems, you create positions and make changes as necessary.
* In addition, you will consult and coordinate with the HR Business Partners regarding reorganizations.
* Finally, you will work with other colleagues in the HR environment as well as with employees and managers as part of reorganization projects.


**Qualifications**

* **Education:** completed studies in a business environment or an apprenticeship with corresponding further qualification
* **Personality:** positive, open-minded, and likeable team player who keeps a cool head even in hot phases
* **Way of working**: structured, independent, flexible, proactive, customer- and solution-oriented and quick comprehension
* **Experience and know-how:** ideally experience in personnel administration (organizational management), confident handling of common MS Office applications as well as SAP HR knowledge (OM), high IT affinity.
* **Languages:** very good knowledge of English, German is plus

Organizational Management Admin \_GS

* Suzhou, Jiangsu, China 
* Full-time",120.585315,31.298886,https://jobs.smartrecruiters.com/BoschGroup/743999989057138-organizational-management-admin-gs
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,e3468096605b059e,Sr. Commodity Buyer,zf.com,上海,上海,,不限,不限,purchasing,,,,2024-04-21T00:52:02Z,"Sr. Commodity Buyer purchasing Workable ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Sr. Commodity Buyer**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 64557 Shanghai, China  


We are looking for a new colleague Sr. Commodity Buyer at our location in Jiaxing/Shanghai.  


**Your tasks:**

* Conduct sourcing in region AP based on commodity processes. 
* Interact and cooperate with internal stakeholders to align plan and demand. 
* Implement the global commodity strategy.
* Interact with global commodity to support the definition and implementation of regional strategy.
* Perform as interface to the plants in the region, support and safeguard the launch of projects.
* Support the global commodity to manage the suppliers and their nominated projects.


**Your profile:**

* 5+ years experience in Global Purchasing or (Advanced) Manufacturing Engineering.
* Bachelor in Engineering / Automotive or Bachelor in International Economy and Trading or above.
* Workable English in listening, speaking, reading and writing ability.
* Ability to work in cross-functional/-regional team.
* Ability to acquaint oneself with new problems and tasks.
* Availability for business travel.
* Strong communication and coordination skills.
* Result oriented and ability to work under pressure.
* Strategic thinking & analytical approach.  


Be part of our ZF team as Sr. Commodity Buyer and apply now!

Contact

Jiefeng Huang

+86 21 61 209012

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Manufacturing Engineer, Purchasing, Procurement, Buyer, Engineering, Finance, Operations, Automotive",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Sr_-Commodity-Buyer-SH-201814/1028331501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,bff0e3f8943d2856,Product Engineer - Off Highway,zf.com,上海,上海,,不限,不限,"engineering, product management",,,,2024-04-21T02:27:18Z,"Product Engineer - Off Highway engineering, product management AutoCad, SAP **Become our next FutureStarter**


** Product Engineer - Off Highway**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 67168 Shanghai, China  


We are looking for a new colleague R&D Application Engineer for our Off Highway Product Line, Division Industrial Technology, AP at our location of Songjiang, Shanghai.  


**Your tasks:**

* Support Sales and Application departments on technical support to local OEMs. 
* Support localization of gears products in comply with Chinese regulations. 
* Design new products and new application with support of CAD and PLM systems, delivering technical documents as 3D models, 2D drawings, BoM, and other related documents.
* Cooperate with materials management department to select local suitable suppliers and realize successful components localization. Coordinate with appropriate departments in China and Germany for necessary support.
* Supprot production ine department for problem solving as well as for customer services. 


**Your profile:**

* Bachelor's degree or above in mechanical engineering or relevant majors.
* Fluent in English, German a plus. Fluent in Chinese is mandatory. 
* More than 2 years gear box design and development experience are preferred.
* Familiar with design software and gear calculation tools (Creo/ProE, AutoCad, WindChill etc.)
* Be creative and interested in technical works.
* Teamwork spirit.


Be part of our ZF team as Product Engineer - Off Highway and apply now!

Contact

[[Constance WU]]

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  R&D Engineer, Mechanical Engineer, CAD, Drafting, Testing, Engineering, Technology     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Product-Engineer-Off-Highway-SH-201814/1051571601
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,459a60f64757d148,Electronic Project Manager_EM,bosch.com,长沙,湖南,,不限,manager,management,,,,2024-07-12T08:25:01Z,"Electronic Project Manager_EM management **Electronic Project Manager\_EM**


* Full-time
* Legal Entity: Bosch Automotive Products (Changsha) Co., Ltd.


**Company Description**

**Job Description**

* Overall responsible for electronics project management.
* Lead engineering team (system, software, hardware, test and so on) to conduct requirement analysis, design, research and development, testing, validation, delivery, upgrade iteration, etc. for deliverables.
* Lead & coordinate cross functional project team or external supplier, including engineering, purchasing, manufacturing, quality etc., mainly focus on ECU (Electronics Control Unit) development and production.
* Organization and moderation of regular project team meetings, monitor & control progress, coordinate resources, resolve issues, manage conflicts & risks, and ensure successful delivery.
* Project status regular reporting or escalation to management based on BOSCH procedure.
* Achieve project development targets on quality, cost and schedule.


**Qualifications**

Education: Bachelor Degree/diploma in electronics engineering and above.

7 years and above electronics engineering experience or

5 years and above electronics project management experience

in product development & manufacturing company with preference in automotive area or embedded electronic.

Prefer PMP certification.

Fluent in both oral and written English


**Additional Information**

�_____________3,000________________________________

� Internal Referral bonus of this vacancy: RMB 3,000 (Valid only for Bosch associates). For the detailed regulation, please refer to Bosch China Internal Referral Policy

Electronic Project Manager\_EM

* Changsha, Hunan, China 
* Full-time",112.938814,28.228209,https://jobs.smartrecruiters.com/BoschGroup/744000000091885-electronic-project-manager-em
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,97b39c68dd844da8,Regional NPM Purchasing Manager,zf.com,上海,上海,,不限,manager,"management, purchasing",,,,2024-04-27T23:25:56Z,"Regional NPM Purchasing Manager management, purchasing Microsoft, SAP ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Regional NPM Purchasing Manager**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 66504 Asia Pacific Co Ltd, China  


We are looking for a new colleague Regional Purchasing Manager NPM (Non-Production Materials) for our Product Line Chassis Systems at our location of Shanghai, China.   


****Purpose of the job:****

* The Regional Manager role is a combination of strategic purchasing and operational delivery for all spend categories associated with non-production materials.  
* The role requires the Regional Manager to lead a team which does carry out sourcing activities both locally and internationally, working cross-functionally with the regional sites purchasing representatives and stakeholders.  
* The Regional Manager will also be required to oversee the support of the local sites ensuring operational requirements are in line with the company�s Purchasing Directives & Policies.  


**Your tasks:**

* **Supplier Sourcing & Contracting**  

+ Develop, lead and execute purchasing strategies both locally and on behalf of regional sites  
+ Working with internal stakeholders to define suitable requirements for goods and services  
+ Management of the Request for Quotation (RFQ) processes when required  
+ Potential responsibility for dedicated commodities  
+ Supplier risk & performance management 
* **Leading and co-ordinating with regional sites**  

+ Provide purchasing leadership in the region for all NPM requirements  
+ Lead Buyers to ensure the completion of purchasing initiatives and related projects.  
+ Evaluate purchasing operations, review work of Buyers, enforce company policy, review performance, make staffing and disciplinary recommendation, and resolve issues with day-to-day operations and/or customers as required.  
+ Train, develop and motivate employees, champion individual and team efforts, and aid in the development of professionals to achieve company goals and objectives.  
+ Explore methods/materials for total cost management, quality system conformance, and on-time delivery performance; prepare and present subsequent reports and recommendations to Global Purchasing Manager.  
+ Ensure global compliance with Purchasing Policies and Procedures  
+ Understand and ensure compliance with all ISO/TS 16949 or ISO 14001 and ISO 45001 requirements 
* **Operational Purchasing**   
+ Serve as SAP liaison/key user for purchasing department  
+ Identify opportunities for process efficiencies and transaction automation  
+ Ensure supplier payment and INCO terms are as per the company requirements  
+ Recording and verification of savings initiatives 


**Your profile:**

* Prior people leadership experience, able to motivate team.  
* Bachelor�s degree in business administration, Supply Chain Management, Economics or related field.  
* 6+ years of professional experience in the purchasing field.  
* Deep knowledge of purchasing tools, negotiation methods, and business communications.  
* Knowledge of sourcing and contract management, including drafting of supplier agreements.  
* Excellent Negotiation skills.  
* Proficiency in Microsoft Office and SAP or related ERP Systems.  
* Ability to communicate and influence at all levels of the organization.  
* Fluent English language competency (written and oral) and local language Chinese.  
* Ability to work independently in a fast paced, high-volume environment.  
* Project management skills preferred.  
* Ability/willingness to travel both domestically and internationally.  


Be part of our ZF team as Regional NPM Purchasing Manager and apply now!

Contact

Jinyan Zhuang

+86 21 6708 9822

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Regional Manager, Supply Chain Manager, Supply Chain, Contract Manager, Project Manager, Management, Operations, Legal, Technology",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Regional-NPM-Purchasing-Manager-SH-201814/1042539701
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,18af1c48241b891c,Principal SDE (HoC Semiconductors),zf.com,广州,广东,,不限,不限,education,,,,2024-08-07T19:31:10Z,"Principal SDE (HoC Semiconductors) education SAP **Become our next FutureStarter**


** Principal SDE (HoC Semiconductors)**

Country/Region:   CN               Location:     Guangzhou, GD, CN, 511455   


Req ID 72327 | Guangzhou, China, ZF (Guangzhou) Technologies Co., Ltd.


Senior Supplier Development Engineer responsible for development, quality & project management of semiconductor suppliers locally.   


**Position Requirements** :   

* Enable new supplier for automotive business in a systematic way,  project setup, contracting and conduction. Focus on the local supplier development.   

* Perform structured risk assessments to support Sourcing of Best-in-class semiconductor components for new product developments.   

* Conduct regular APQPs to minimize quality and reliability risks with new component introductions. Utilize ZF qualification standards to qualify new components and devise safe launch plans to ensure quality in production ramp-up.  

* Drive structured problem solving to identify root cause of quality concerns and ensure effective corrective/preventive actions are utilized at supplier manufacturing/testing processes to avoid reoccurrence of quality incidents.    

* Conduct audits, technical assessments, and process reviews on-site at Semiconductor and subcon locations.  

* Drive and monitor continuous improvement projects with key semiconductor suppliers to improve quality performance key performance indicators.  

* Support internal Knowledge Management program by developing and teaching courses in your area of process/technology expertise.    

* Work with cross functional teams to ensure challenges for future component technologies and roadmaps are met in our Supplier Development programs.    

* Support our change management process to properly risk-assess and qualify any changes proposed by our semiconductor suppliers.   


Essential Skills and Experience:   

* Minimum Bachelor�s Degree in Engineering.    
* Minimum 3 to 5 years of Direct work Experience in semiconductor manufacturing/testing/quality/supplier quality/subcontractor quality management.   
* Good project management skills.   
* High proficiency in use of Quality tools/methods.   
* Excellent communication skills both in verbal/written with high proficiency in English.   
* Excellent Analytical skills required.    
* Excellent leadership skills in leading Globally distributed team of internal and external partners.   
* Position requires approximately 25 to 50% Regional/International travel to ZF and Supplier locations mainly in Asia.   


Be part of our ZF team as Principal SDE (HoC Semiconductors) and apply now!

Contact

Na An

+86 24 2534 8112

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Project Manager, Change Management, Quality Manager, Semiconductor, Automotive, Technology, Management, Quality, Science     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",113.264385,23.129112,https://jobs.zf.com/job/Guangzhou-Principal-SDE-%28HoC-Semiconductors%29-GD-511455/1103964201
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,45d3c59413a9dbce,_____DCCC,bosch.com,常州,江苏,,不限,不限,,,,,2024-07-01T17:31:20Z,"_____DCCC SAP **____\_DCCC**


* Full-time
* Legal Entity: Bosch Rexroth (Changzhou) Co., Ltd.


**Company Description**

**Job Description**

1_ _______

______________________

__________

2_ _______

_________________________________

__________

___________

_______________

______________________________

____________TPM_5S___

___________OPL_______

____________BPS__________________________

3________________


**Qualifications**

- _______________
- 5__________
- _______BPS____
- _______
- ________
- _____________
- ____________
- SAP_____
- ______

____\_DCCC

* Changzhou, Jiangsu, China 
* Full-time",119.974092,31.811313,https://jobs.smartrecruiters.com/BoschGroup/743999997494625--dccc
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,12f301f45a3d0b46,Process Quality Engineer,zf.com,沈阳,辽宁,,不限,不限,"engineering, quality assurance",,,,2024-04-20T23:18:07Z,"Process Quality Engineer engineering, quality assurance SAP **Become our next FutureStarter**

Location:     Shenyang, LN, CN, 110141   

* University or college degree in engineering     
* 3 years of experience in quality assurance within automotive industry     
* Fluent in verbal and written English     
* MS Office required, SAP desired     
* Quality management requirements according to IATF 16949     
* Product and process audit according to VDA 6.3/6.5     
* Quality management tools (Q7 tools)     
* Automotive core tools (FMEA, APQP, PPAP, SPC, MSA)     
Req ID 65486 Shenyang, China  


**Main task:**

Ensure the products delivered to the customer are according to the specifications.    Ensure correct handling of non-conforming or suspect parts, modules and products.     


**Duties and responsibilities:**

* Ensure correct handling of non-conforming or suspect parts, modules and products according to    company regulations   .     
* Ensure calibration or verification of production equipment according to LMN 466 as well as inspection and measuring devices according to procedure.     
* Conduct verification of all the error proofing devices used on line as defined in procedure.     
* Conduct product audits as defined in procedure and according to annual audit plan.     
* Lead the core team to get control plan and final check sheets reviewed and updated in time. Support review of technical documents (FMEA, TC etc.).     
* Conduct monthly monitoring and analysis of non-conformities and scrap, communicate non-conformities with the related department in time.     
* Conduct employee training and qualification evaluation for quality and production operators in terms of quality aspects.     
* Have the right to stop production when nonconforming or suspect parts appears     


**Competencies and experiences:**

Be part of our ZF team as Process Quality Engineer and apply now!

Contact

Xiaoao Wang

+86 21 61 209021",123.431475,41.805698,https://jobs.zf.com/job/Shenyang-Process-Quality-Engineer-LN-110141/1039367801
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,f5dd433637bb959b,Facility supervisor,zf.com,上海,上海,,不限,manager,management,,,,2024-04-20T02:23:57Z,"Facility supervisor management Real Estate ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Facility supervisor**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 67256 Asia Pacific Co Ltd, China  


The future Headquarter will cover AP office and engineering technical center.  
The building size will be around 18,300 square meters. Including office 9,700 square meters, Canteen (kitchen) 1,200 square meters, prototype center 1,200 square meters and testing lab 6000 square meters. Due to the complicate functions in the site, we need to setup a team to manage it and make sure all the utilities will run in order.     

The team includes one Facility supervisor and two technicians.     
_    Building daily maintenance_Such as windows, water leakage, green area managing, road upkeep and car parking   ��.     
_    All the utility daily management_Including air conditioning, press air, power, water, gas supply, pure water supply, lighting, furniture, elevator   �..    


Be part of our ZF team as Facility Supervisor and apply now!

Contact

Mingyuan Ye

+86 21 61 207088

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Facilities, Real Estate, Supply, Manager, Engineer, Operations, Sales, Management, Engineering",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Facility-supervisor-SH-201814/1051447101
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,288ce695808a842a,Sr. Legal Counsel,zf.com,上海,上海,,不限,不限,legal,,,,2024-03-29T15:40:38Z,"Sr. Legal Counsel legal Business Development, SAP **Become our next FutureStarter**


** Sr. Legal Counsel**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 65186 Asia Pacific Co Ltd, China  


**Your tasks:**

* Legal counsel for Div. R of an integrated Legal department, responsible for all legal related affairs in the region AP of combined business of Div. R      
* Deliver local expertise and provide professional legal service and assistance on all aspects of legal matters to support the rapid business development of Div. R      
* Guarantee good governance structure within the region AP for Div. R business      
* Provide solid experience in dealing with M&A transactions in Region AP      
* Expert of Anti Trust law in China      
* Keep close contact as legal counsel to all Div. R plants and deliver legal advice to questions raised from all legal entities from Div. R in AP       
* Lead and develop regional team       


**Your profile:**

* Solid and in-depth knowledge of legal related environment within the region Asia Pacific, especially PRC    
* Solid experience in dealing with fast developing area of Div. R    
* Good management and coordination skills to ensure a team work with corporate and divisional legal team within Div. R    
* Solid knowledge of English language    


Be part of our ZF team as Sr. Legal Counsel and apply now!

Contact

Mingyuan Ye

+86 21 61 207088

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Compliance, Law, Business Development, Legal, Sales     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Sr_-Legal-Counsel-SH-201814/1030889501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,19896e07d59ee30a,AP Procurement Manager,zf.com,上海,上海,,不限,manager,"management, purchasing",,,,2024-04-26T23:58:25Z,"AP Procurement Manager management, purchasing **Become our next FutureStarter**


** AP Procurement Manager**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 68212 Shanghai, China  


We're looking for a new colleague to join ZF Aftermarket at our location in Xuhui, Shanghai,  


**Your tasks:**

* Manages all suppliers in ZF Aftermarket region APAC (Asia Pacific and China) in the region for the world to ensure supplier performance and meet customer service level and inventory expectations. Develops supply base to desired inbound performance level, negotiate contractual agreements with suppliers (e.g. GLD, consignment, logistic agreements,�) and optimizes relevant supply chain parameters (lead times and order quantities). Supports the development of processes / tools to achieve a high level of standardization and automating.   
* Implementation of global strategy and framework for SCM domain function �procurement� in the APAC region   ; Manage SLA (Service Level Agreements) with suppliers based on contracts   ;Reduce minimum order quantity and lead time through negotiation with suppliers.   
* Support to manage the sourcing strategy (routing) for SCM network (direct / indirect souring).    Build up process matrix for all suppliers in the region   ; Responsible for the delivery performance of all suppliers in the region (in the region for the world for whole B-Division)   
* Refer to backorders escalation process, handle backorders escalation and get recovery plan (internal and external supplier)   ; Refer to CoO escalation process, Handle with import and export business escalation related to missing certificate of origin; Monitor regional supplier backorder report and make analysis for root cause, take actions of recovery plan.   
* Capacity planning and agreements of procurement volume with suppliers in the region.   


**Your profile:**

* Bachelor degree and above. 8 years work experience in management position in the field of inventory management. W   ith Sourcing work experience.   
* Good command of English   
* Knowledge of products, processes and inventory management_Professional knowledge of Contract Law; Knowledge of TCO; good financial knowledge; cost orientated.   
* Good communication skills/ analysis ability;   
* Professional in negotiations; Change management and persuasion skills.   
* Virtual leadership skills to lead regional networks; Well-coordinated and service minded team player   


**Be part of our ZF team as AP Procurement Manager and apply now!**

**Contact** 


**amanda.guo@zf.com**

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


